ID,Original Tweet,corrected,T1,T2,T3,nr,V1,V2,V3,V4,V5,V6,V7,V8,V9
https://twitter.com/SherlynChopra/status/1397447275119480833,"Warning!!! 
Exercise may cause increased energy, a good mood and extreme self-confidence ⭐⭐⭐ 
#fitnessmotivation","Warning! Exercise may cause increased energy, a good mood and extreme self-confidence.",exercise,cause,"increased energy, a good mood, extreme self confidence",11_T2,"This exercise may cause an increased energy, a good mood and extreme self confidence.","It is proven that exercise cause increased energy, a good mood and help you to have extreme self confidence ,so in the same time u work out your body u end up working on your soul as well!!","The benefits of exercise can cause increased energy, a good mood, extreme self confidence","Frequent physical exercise contributes to increased energy, well-being and increased self-confidence","Benefits that exercise can cause: increased energy, a good mood, extreme self confidence",,,,
https://twitter.com/EcoSmiles66/status/1750697152156721274,"Climate change leads to global temperature rise, impacting ecosystems, weather patterns, and sea levels 🌡️. This increase in temperature is driven by greenhouse gas emissions, affecting biodiversity, human health, and food security. Urgent action to reduce emissions and adapt to changing climate conditions is crucial for a sustainable future 🌍.","Climate change leads to global temperature rise, impacting ecosystems, weather patterns, and sea levels. This increase in temperature is driven by greenhouse gas emissions, affecting biodiversity, human health, and food security. Urgent action to reduce emissions and adapt to changing climate conditions is crucial for a sustainable future.",climate change,leads,"global temperature rise, impacting ecosystems, weather patterns, and sea levels",12_T2,"Global temperature rise, impacting ecosystems, weather patterns and sea levels are all factors that lead to climate change.","Climate change leads to the rise in global temperature which impacts ecosystems, weather patterns, and sea levels. Greenhouse gas emissions is the cause of the increase in temperature and affects biodiversity, human health, and food security. Urgent action is needed to reduce emissions and adapting to the changing climate conditions is crucial for a sustainable future.","Climate change leads to global temperature rise which causes habitat destruction and resource shortages, impacting ecosystems which reduces our biodiversity, weather patterns which can impact food production, and sea levels which can lead to the extinction of some species.","Climate change leads to global temperature rise, impacting ecosystems, weather patterns, and sea levels. It is necessary to limit greenhouse gas emissions to prevent this.",,,,,
https://twitter.com/spacebaconator/status/1693097292453036213,"thats true, milankovitch cycles and natural climate change can cause fluctuations in temperature, but we can literally see a direct change in temperature compared to greenhouse gas emissions. Global temps have been rising since the start of the 20th century.","
That's true; Milankovitch cycles and natural climate change can cause fluctuations in temperature, but we can observe a direct change in temperature linked to greenhouse gas emissions. Global temperatures have been rising since the beginning of the 20th century.",Milankovitch cycles and natural climate change,cause,fluctuations in temperature,13_T2,The cause of fluctuations in temperature have been attributed to Milankovitch cycles and natural climate change.,Milankovitch cycles and natural climate change can cause fluctuations in temperature,Milankovitch cycles and natural climate change cause fluctuations in temperature which can be attributable to the rise in global temperatures since the beginning of the 20th century.,,,,,,
https://twitter.com/guvenpolatbook/status/1641528695281033235,"limited to 1.5 degrees and greenhouse gas emissions that cause global warming should be reduced after reaching their peak in 2025 at the latest. If we do not reduce the greenhouse gas emissions that cause global warming and related climate change, the global temperature increase","Limited to 1.5 degrees and greenhouse gas emissions that cause global warming should be reduced after reaching their peak in 2025 at the latest. If we do not reduce the greenhouse gas emissions that cause global warming and related climate change, the global temperature increase.",greenhouse gas emissions,cause,global warming and related climate change,14_T2,"We need to reduce the greenhouse gas emissions at the latest in 2025 cause they will reach their peak in 2025 ,otherwise the global warming and related climate change will get out of control and destroy the environment that we live in. It is very serious matter and we need to act now before its to late for our kids .",It is neccessary to reduce the greenhouse gas emissions that global warmig and related climate change.,the greenhouse gas emmissions that cause global warning and related climatechange should be reduced.,The global temperature will increase if we do not prevent greenhouse gases. If we limit them to 1.5 degrees then after 2025 they will begin decreasing,"If we do not reduce the greenhouse gas emissions that cause global warming and related climate change, the global temperature increase. The greenhouse gases that cuase global warming must be reduced when they reach theier peak in 2025 and be limited to 1.5 degrees.","The greenhouse gas emissions that cause global warming should be reduced after reaching their peak by 2025. If we do not reduce the greenhouse gas emissions that cause global warming and related climate change, the global temperature will increase.",,,
https://twitter.com/Rom1G18/status/1579517004830355456,"We need to talk about hormone health. It’s something EVERYONE deals with. Yet, I never see people talking about the root cause behind hormone health...

- Lack of sleep
- Poor lifestyle choices like bad eating or alcohol
- Medications

(1 of ...)","We need to talk about hormone health. It’s something everyone deals with. Yet, I never see people talking about the root cause behind hormone health: lack of sleep, poor lifestyle choices like bad eating or alcohol, medications.",hormone health,cause,"lack of sleep, poor lifestyle choices like bad eating or alcohol, medications",15_T2,"Lack of sleep, poor lifestyle choices like bad eating or alcohol and medications can cause your hormone health to deteriorate. ","Hormone health needs to be spoken about as it is something that everyone deals with. The root cause behind hormone health is the lack of sleep, poor lifestyle choices like bad eating or alcohol and medications yet i never see people talking about this. ","Improper hormone health are caused by lack of sleep, poor lifestyle choices like bad eating or alcohol, medications","Imbalanced hormone health may be caused by lack of sleep, poor lifestyle choices like bad eating or alcohol, or medications.","Hormone health is an important talking point which affects everybody. The root cause of hormone problems could be lack of sleep, poor lifestyle choices like bad eating or alcohol, medications, among others.","Hormone health must be spoken of more often as it is something that a vast majority of people deal with. Particular attention should be brought to the root cause behind bad homrone health, such as lack of sleep, poor lifestyle choices like bad eating or alcohol and medications. ","We should talk about hormone health. While many deal with it I never see anyone talking about its root causes: lack if sleep, poor life styles choices like bad eating and alcohol, medications.",,
https://twitter.com/tasselline/status/1766630048566480923,"[Is Insomnia Treatment Necessary?]

Yes, insomnia treatment at the right time is important because a continuous lack of sleep can cause problems with memory, focus, and general mental health.","Is insomnia treatment necessary? Yes, insomnia treatment at the right time is important because a continuous lack of sleep can cause problems with memory, focus, and general mental health.",lack of sleep,cause,"problems with memory, focus, and general mental health",16_T2,"Lack of sleep is problematic. It can cause problems with memory, focus and general mental health.","Should one treat their insomnia? yes it is very necessary to urgently treat Ansonia because a lack of sleep means less productivity. There are also other problems that insomnia can cause such as loss of focus, memory and a decline in mental health ","Insomnia is very serious illness and people don't treat it as that .The problem is lack of sleep cause problems with memory ,focus and in general mental health problems are related to insomnia. ","Lack of sleep can cause problems with memory, focus, and general mental health.","Timely insomnia treatment is important, as a lack of sleep over a long and continuous period of time can cause problems with memory, focus, and general mental health which impact one's daily life.","It's necessary to treat insomnia because a constant lack of sleep can cause problems with memory, focus, and general mental health.","Insomnia treatment is important because a continued lack of sleep can cause problems with memory, focus and general mental health.",,
https://twitter.com/Idkidkoffical/status/1761610176241512823,"Do sleep though, lack of sleep for a long period of time could cause seizures and other health issues. Don’t hurt yourself by staying up for all hours","Do sleep though, lack of sleep for a long period could cause seizures and other health issues. Don’t hurt yourself by staying up for all hours.",sleep,cause,seizures and other health issues,17_T2,The lack of sleep for a long period could cause seizures and other health issues therefore you should sleep instead of harming yourself by staying up for all hours.,"Lack of sleep for extended periods of time may cause seizures and other health issues, so adequate sleep nightly is critical to your health."," Sleep is very important, lack of it causes many health problems such as seizures",Lack of sleep can cause seizures and other health issues.,,,,,
https://twitter.com/mattyGagnon/status/1760096689183211752,"It is time that lifestyle choices be called out as often as the media calls out anti vaccine sentiments. Obesity, lack of exercise, poor sleep and sunshine avoidance are the true cause of most peoples health issues but because people are lazy they just want a shot to fix the.","It is time that lifestyle choices be called out as often as the media calls out anti-vaccine sentiments. Obesity, lack of exercise, poor sleep, and sunshine avoidance are the true causes of most people's health issues but because people are lazy they just want a shot to fix them.","obesity, lack of exercise, poor sleep, and sunshine avoidance",causes,health issues,18_T2,Obesity in most cases is caused by incorrect lifestyles.,"It's high time we give as much attention to lifestyle choices as we do to addressing anti-vaccine sentiments in the media. â¤Obesity, sedentary lifestyles, inadequate sleep, and avoiding sunlight are often the underlying factors behind many health issues. Laziness causes people to seek quick fixes instead of addressing these root causes.","It is obvious that obesity, lack of exercise, poor sleep, and sunshine avoidance causes health issues. ","People are too lazy to fix their mental health issues as they fail to make the correct lifestyle choices required to fix their mental health rather people fixate on issues such as obesity, lack of exercise, poor sleep, and sunshine avoidance.",,,,,
https://twitter.com/BurnItWithFire8/status/1756729291696697567,"You think?! This is like a no brainer. This is why I'm so fucked up all the time, I don't sleep well at all. My therapist always says stressors & lack of sleep will cause mental health issues, she's been drilling it into me for years.","Do you think?! This is like a no-brainer. This is why I'm so fucked up all the time, I don't sleep well at all. My therapist always says stressors and lack of sleep will cause mental health issues, she's been drilling it into me for years.",stressors and lack of sleep,cause,mental health issues,19_T2,Stressors and lack of sleep can cause metal health issues ,Mental health issues are frequently caused by stressors and a lack of sleep.,Stressors and lack of sleep are the cause of mental health issues.,,,,,,
https://twitter.com/prohealthtip/status/1658527237358878722,"3) Using electronic devices such as smartphones, laptops, and other devices for extended periods can cause eye strain and affect mental health. It's essential to take breaks and reduce screen time to avoid these issues.","3) Using electronic devices such as smartphones, laptops, and other devices for extended periods can cause eye strain and affect mental health. It's essential to take breaks and reduce screen time to avoid these issues.",electronic devices,cause,eye strain and affect mental health,20_T2,Electronic devices can cause eye strain and can affect metal health. ,"Unless reducing screen time and taking breaks, electronic devices which requires long screen times can cause eye strain and mental health issues ",Being always on your phone can cause eye problem  rather lower the brightness on your phone,It is essential to take breaks from using electronics such as smart phones and laptops for extended periods as they can cause eye strain and affect mental health.,"The use of electronic devices, i.e., smartphones, laptops, and other devices, for long periods cause eye strain and affect mental health. Thus, it is necessary to take breaks in between screen times to avoid these problems."," Extended use of electronic devices, including smartphones, laptops, and other gadgets, can result in eye strain and have a negative impact on mental health. To mitigate these effects, it's crucial to take regular breaks and limit screen time.","It has been proven that using electronic devices for an extended period of time can cause eye strain and hace an affect to mental health, to prevent this, you should reduce the time you spend on the devices and take regular breaks.","Long usage of electronic devices, such as smartphones and laptops, can result in eye strain and adversely affect mental health. It's important to take periodic breaks and reduce screen time to mitigate these potential issues.",
https://twitter.com/EyeCare_Surgery/status/1693762758523711496,"Looking at a computer screen for too long can cause digital eye strain. Plus, the blue light from electronic screens can disrupt your sleep patterns. Make sure to take breaks, rest your eyes, and stay away from devices before bedtime.","Looking at a computer screen for too long can cause digital eye strain. Plus, the blue light from electronic screens can disrupt your sleep patterns. Make sure to take breaks, rest your eyes, and stay away from devices before bedtime.",looking at a computer screen,cause,digital eye strain,21_T2,"Looking at a computer screen and the blue light from the screen can cause digital eye strain and may cause problems with sleeping. To avoid it, take rest from any devices for some time and before bedtime.",Looking at a computer screen for a long time cause eye strain. It's a common problem faced by many people who spend a lot time starring at their computer screens. It is advisable to take breaks to rest your eyes.,"Blue light from looking at a computer screen can cause digital eye strain. Make sure to take breaks, rest your eyes, and stay away from devices before bedtime ",,,,,,
https://twitter.com/mrpapi333/status/1660929877942452225,"Blue light blocking glasses are designed to protect your eyes from the harmful effects of blue light emitted by electronic devices such as computers, smartphones, and televisions. Blue light can cause eye strain, headaches, and disrupted sleep patterns.","Blue light-blocking glasses are designed to protect your eyes from the harmful effects of blue light emitted by electronic devices such as computers, smartphones, and televisions. Blue light can cause eye strain, headaches, and disrupted sleep patterns.",blue light,cause,"eye strain, headaches, and disrupted sleep patterns",22_T2,"Blue light-blocking glasses are designed to reduce the effects of blue light, emitted by electronic devices such as computers, smartphones, and televisions. By reducing blue light, they are thought to help with eye strain and headaches. They can also help sleep patterns, as blue light inhibits the production of melatonin, which the body uses to signal sleep.","Blue light-blocking glasses are specifically created to shield your eyes from bad effects of the blue light emitted by electronic gadgets like computers, smartphones, and TVs. This type of light has been linked to issues such as eye strain, headaches, and disturbances in sleep patterns.","The effects of blue light are prevented by the use of blue light-blocking glasses. Blue light can cause eye strain, headaches, and disrupted sleep patterns.",,,,,,
https://twitter.com/mic8408/status/1148300381920866306,"How about we talk about the rise in electronic entertainment (internet,gaming, phones, social media, movies, tv) leading to a more sedentary life style. Coupled with rising consumption of crap food. Then we are onto a real cause of obesity, stress & poor sleep patterns.","How about we talk about the rise in electronic entertainment (internet, gaming, phones, social media, movies, TV) leading to a more sedentary lifestyle? Coupled with the rising consumption of crap food. Then we are onto a real cause of obesity, stress and poor sleep patterns.",rise in electronic entertainment,leads,sedentary lifestyle,23_T2,Rise in electronic entertainment can lead to more sedentary lifestyle. ,"Let's discuss how the increased use of electronic entertainment (TV, movies, social media, games, phones, and the internet) is contributing to a more sedentary way of living. along with the growing intake of junk food. Next, we will examine a plausible reason for obesity, stress, and irregular sleep habits.",Rise in electronic entertainment coupled with rising consumption of crap food leads to a sedentary lifestyle.,"With the rise in electronic entertainment, we are spending more time sitting and less time being active. This has a negative effect on our health and well being.",,,,,
https://twitter.com/DCA88888/status/1766870989281825208,Too much unemployment will cause society to become overly dependent on subsidy funds! 👍,Too much unemployment will cause society to become overly dependent on subsidy funds!,unemployment,cause,society to become overly dependent on subsidy funds,24_T2,Unemployment can cause society to be overly dependent on subsidy funds ,High unemployment can cause society to become overly dependent on subsidy funds.,"In this vision, poverty is recognized as a multidimensional and complex problem linked not only to unemployment",An excessive rate of unemployment will make society unduly reliant on government subsidies!,A high level of unemployment will cause society to become overly dependent on subsidy funds.,,,,
https://twitter.com/UQMedicine/status/1766962243625717860,"The cause of the climate crisis - burning fossil fuels - is also at the root cause of poor air quality & food sources.

Join public health experts for a lecture to provide hope for beneficial solutions. 

📅 Mon 25 Mar
⏲️5:30pm–6:30pm
📍Herston 

Register: https://bit.ly/3wHrZ0z","The cause of the climate crisis, burning fossil fuels, is also at the root cause of poor air quality and food sources.",burning fossil fuels,cause,"climate crisis, poor air quality and food sources",25_T2,"Burning fossil fuels can cause climat crisis, poor quality od air and food. ","Climate crisis is caused by the burning of fossil fuels, leading to poor air quality and food sources",The main cause of climate change is the greenhouse effect.,"Burning fossil fuels is the main cause of the climate crisis, leads to poor air quality, and through that to reduction of good quality food sources.",,,,,
https://twitter.com/Initial_Hygiene/status/1766472816029819090,"Extreme weather events driven by climate change can cause devastation and impact both indoor and outdoor air. For example, the CDC and US EPA suggest a link between more frequent and severe wildfires, smoke and decreased air quality. 
Find out on our blog: https://ow.ly/g1Kz50QJTee","Extreme weather events driven by climate change can cause devastation and impact both indoor and outdoor air. For example, the CDC and US EPA suggest a link between more frequent and severe wildfires, smoke, and decreased air quality.",extreme weather events,cause,devastation,26_T2,"Climate change is driving extreme weather events around the world. Severe wildfires and the smoke they produce, not only causes large scale devastation local to the flames, but decreases air quality, both indoors and outdoors, wherever the smoke travels.",Extreme weather events cause devastation ,"Extreme weather events in recent years can cause devastation and impact both indoor and outdoor air. For example, the CDC and US EPA suggest a link between more frequent and severe wildfires, smoke, and decreased air quality.",,,,,,
https://twitter.com/JohnKI7YRA/status/1765594322349764693,"Severe drought can increase risk of wildfires and dust storms, which contribute to worsening air quality. Poor air quality can both cause and exacerbate respiratory and cardiovascular disease, as fine particulate matter penetrates the lungs & bloodstream following inhalation","Severe drought can increase the risk of wildfires and dust storms, which contribute to worsening air quality. Poor air quality can both cause and exacerbate respiratory and cardiovascular disease, as fine particulate matter penetrates the lungs and bloodstream following inhalation.",poor air quality,cause,respiratory and cardiovascular disease,27_T2,"Severe drought causes the land to dry out, increasing the risk of wildfires and dust storms. The smoke and fine particulate matter produced by wildfires or dust storms, penetrates the lungs and bloodstream following inhalation. These effects can not only worsen existing respiratory and cardiovascular diseases, but be the cause for them, in previously healthy individuals.",Climate change may also cause an increase in heavy rainfall and storms and increase the risk of flooding.,"Prolonged periods of drought can escalate the likelihood of wildfires and dust storms, exacerbating air quality issues. This compromised air quality, laden with fine particulate matter, can infiltrate the respiratory system upon inhalation, heightening the risk of both respiratory and cardiovascular diseases.","Severe droughts can escalate wildfire and dust storm occurrences, crating poor air quality. This deterioration can cause respiratory and cardiovascular diseases due to the inhalation of fine particulate matter.",It's not just uncomfortable but poor air quality can cause respiratory and cardiovascular disease. Wild fires and dust storm do cause air pollution.,Drought increases the chances of respiratory and cardiovascular disease. Which is caused by poor air quality.,,,
https://twitter.com/CleanAirBot/status/1765271116732330239,"""Poor air quality, which can be influenced by a variety of fumes, chemicals and allergens, is arguably the leading cause of triggers for most asthmatics in urban areas"" - Ian Smith","""Poor air quality, which can be influenced by a variety of fumes, chemicals, and allergens, is arguably the leading cause of triggers for most asthmatics in urban areas"" - Ian Smith",poor air quality,cause of,triggers for most asthmatics,28_T2,Poor air quality is the leading cause of triggers for most asthmatics.,"Within urban areas, the leading cause of triggers for most asthmatics is poor air quality. Air quality in these environments is influenced by fumes, chemicals, and allergens","Poor air quality is probably the main source of triggers for the majority of asthmatics in metropolitan settings, as it can be affected by a wide range of pollutants, chemicals, and allergens.",Poor air quality is most likely a cause of triggers for most astmatics.,Air pollution can be a major trigger for asthma. Studies have shown that people living in areas with poor air quality are more likely to experience asthma symptoms. ,,,,
https://twitter.com/DetroitJCS/status/1764787767643394063,"As the arrow moves to the right, the air quality gets more and more unhealthy. 

If you are a member of a sensitive group, it may be harder for you to breath when outdoors (or indoors). 

Air pollution can cause serious health problems: (1) particulate matter (2) ozone (3) 🧵...","As the arrow moves to the right, the air quality gets more and more unhealthy. If you are a member of a sensitive group, it may be harder for you to breathe when outdoors (or indoors). Air pollution can cause serious health problems: particulate matter, ozone ...",air pollution,cause,serious health problems,29_T2,"As time goes by, the air quality decreases due to the high levels of contamination and so on. Air pollution can cause serious health problems that can be more dangerous if you already have respiratory pathologies. ","As air pollution gets higher, it is causing more health problems","Air pollution can be a major cause of health problems. Inhaling polluted air can cause a variety of problems such as, respiratory issues, heart disease and even cancer.  ","Air pollution  can cause serious health problems, when you are a member of the sensitive group it may be harder to breathe when you are outside.",,,,,
https://twitter.com/JavierLinto/status/1764679500862824692,"Air quality is crucial when it comes to sleep:🍃 

Research shows that poor indoor air quality affects respiratory organs and can thereby cause sleeping problems. Instead, try:",Air quality is crucial when it comes to sleep. Research shows that poor indoor air quality affects respiratory organs and can thereby cause sleeping problems.,poor indoor air quality,cause,sleeping problems,30_T2,The air we breathe is important for our psychophysical well-being and allows us to sleep better.,"The quality of the air matters when it comes to sleeping. According to research, breathing organs are impacted by poor indoor air quality, which can lead to issues with sleeping.","A critical factor influencing sleep quality is indoor air quality. Studies indicate that inadequate indoor air quality can impact the respiratory system, leading to potential sleeping difficulties.","Sleeping problems are caused by poor air quality, Research shows that poor indoor air quality affects respiratory organs.",,,,,
https://twitter.com/itsjameshudson/status/1612327796323270656,"There was a real concern when the pandemic hit that remote work was going to cause a drop in productivity. 

https://itsjameshudson.com/working-from-home-productivity/",There was a real concern when the pandemic hit that remote work was going to cause a drop in productivity.,remote work,cause,drop in productivity,31_T2,When the pandemic began people assumed that there could have have been a drop in productivity caused by remote working. ,"When the pandemic hit, there was a real concern that remote work was going to cause a drop in productivity.",People raised their concerns that the amount of remote work would definitely cause a great percentage of a drop in productivity during the pandemic.,The greatest concern caused by the pandemic led to huge drop in remote work productivity.," When the pandemic began, there was genuine concern that the transition to remote work would lead to a decline in productivity.",,,,
